"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"1","1","1","2","2","2","1","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","2"
"1","1","1","1","3","2","2","2","3","2","2","2","7","4","1","1","4","3","2","0","1","1","1","2"
"1","2","1","2","1","5","2","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","1"
"1","2","1","2","3","2","1","2","3","2","2","2","7","4","1","1","4","3","2","0","1","1","1","2"
"1","2","1","3","5","1","2","2","3","2","2","2","7","4","1","1","4","3","2","0","1","1","1","1"
"1","2","2","1","5","4","2","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","2"
"1","2","3","3","2","3","1","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","1"
"1","2","3","3","5","3","1","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","1"
"1","4","1","2","5","1","1","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","1"
"1","4","1","3","2","4","1","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","2"
"1","4","2","1","2","3","2","2","3","2","2","2","7","4","1","1","4","3","2","0","1","1","1","2"
"1","4","2","1","1","1","2","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","1"
"1","4","3","3","1","2","2","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","2"
"2","1","1","3","3","3","2","2","3","2","2","2","7","4","1","1","4","3","2","1","1","2","2","1"
"2","1","3","3","3","2","1","2","3","2","2","2","7","4","1","1","4","3","2","1","1","1","1","2"
"2","1","3","3","5","5","2","2","3","2","2","2","7","4","1","1","4","3","2","0","1","1","1","1"
"2","4","1","2","3","2","1","2","3","2","2","2","7","4","1","1","4","3","2","0","1","2","2","2"
"2","1","1","2","3","4","2","2","3","2","2","2","7","4","1","1","4","3","2","0","1","2","2","2"
"3","1","2","1","4","1","2","2","3","2","2","2","7","4","1","1","4","3","2","1","2","1","1","1"
"3","1","3","3","4","1","2","2","3","2","2","2","7","4","1","1","4","3","2","1","2","1","1","1"
"3","1","3","3","4","5","1","2","3","2","2","2","7","4","1","1","4","3","2","1","2","1","1","1"
"3","1","1","2","4","1","1","2","3","2","2","2","7","4","1","1","4","3","2","0","1","2","2","1"
"1","1","1","2","2","2","1","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","2"
"1","2","1","2","2","1","1","1","3","2","2","2","14","8","4","2","2","2","1","0","1","1","1","1"
"1","1","1","1","3","2","2","1","3","2","2","2","14","8","4","2","2","2","1","0","1","1","1","2"
"1","2","1","2","1","5","2","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","1"
"1","2","1","2","3","2","1","1","3","2","2","2","14","8","4","2","2","2","1","0","1","1","1","2"
"1","2","1","1","2","2","1","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","2"
"1","2","1","1","3","3","1","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","1"
"1","2","1","3","5","1","2","1","3","2","2","2","14","8","4","2","2","2","1","0","1","1","1","2"
"1","2","2","1","5","4","2","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","1"
"1","2","3","3","2","3","1","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","2"
"1","2","3","3","5","3","1","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","1"
"1","1","1","2","2","2","1","1","3","2","2","2","14","8","4","2","2","2","1","0","1","1","1","2"
"2","1","1","3","3","3","2","1","3","2","2","2","14","8","4","2","2","2","1","1","1","2","2","1"
"2","1","2","1","5","2","1","1","3","2","2","2","14","8","4","2","2","2","1","0","1","2","2","2"
"2","1","3","3","3","2","1","1","3","2","2","2","14","8","4","2","2","2","1","1","1","1","1","2"
"2","1","3","3","5","5","2","1","3","2","2","2","14","8","4","2","2","2","1","0","1","1","1","2"
"2","1","1","2","3","4","2","1","3","2","2","2","14","8","4","2","2","2","1","0","1","2","2","1"
"3","1","2","1","4","1","2","1","3","2","2","2","14","8","4","2","2","2","1","1","2","1","1","2"
"3","1","2","1","4","5","1","1","3","2","2","2","14","8","4","2","2","2","1","1","2","1","1","1"
"3","1","3","3","4","1","2","1","3","2","2","2","14","8","4","2","2","2","1","1","2","1","1","2"
"3","1","3","3","4","5","1","1","3","2","2","2","14","8","4","2","2","2","1","1","2","1","1","1"
"3","1","1","2","4","1","1","1","3","2","2","2","14","8","4","2","2","2","1","0","1","2","2","1"
"1","3","2","1","3","3","2","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"1","3","2","1","5","4","1","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","2"
"1","3","3","3","3","4","1","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","2"
"1","1","1","2","2","2","1","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"1","1","1","1","3","2","2","2","7","1","1","1","24","6","3","2","2","2","2","0","1","1","1","2"
"1","2","1","2","1","5","2","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"1","2","1","2","3","2","1","2","7","1","1","1","24","6","3","2","2","2","2","0","1","1","1","1"
"1","2","1","3","5","1","2","2","7","1","1","1","24","6","3","2","2","2","2","0","1","1","1","2"
"1","2","2","1","5","4","2","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"1","2","3","3","2","3","1","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"1","2","3","3","5","3","1","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"1","3","1","2","1","5","1","2","7","1","1","1","24","6","3","2","2","2","2","0","1","1","1","2"
"1","3","1","1","1","2","1","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"2","1","1","3","3","3","2","2","7","1","1","1","24","6","3","2","2","2","2","1","1","2","2","1"
"2","1","3","3","3","2","1","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"2","1","3","3","5","5","2","2","7","1","1","1","24","6","3","2","2","2","2","0","1","1","1","2"
"2","1","1","2","3","4","2","2","7","1","1","1","24","6","3","2","2","2","2","0","1","2","2","2"
"2","4","1","3","5","3","2","2","7","1","1","1","24","6","3","2","2","2","2","1","1","1","1","1"
"3","1","2","1","4","1","2","2","7","1","1","1","24","6","3","2","2","2","2","1","2","1","1","2"
"3","1","3","3","4","1","2","2","7","1","1","1","24","6","3","2","2","2","2","1","2","1","1","2"
"3","1","3","3","4","5","1","2","7","1","1","1","24","6","3","2","2","2","2","1","2","1","1","1"
"3","1","1","2","4","1","1","2","7","1","1","1","24","6","3","2","2","2","2","0","1","2","2","1"
"1","1","1","2","2","2","1","2","3","3","2","2","4","1","1","3","2","2","2","1","1","1","1","1"
"1","1","1","1","3","2","2","2","3","3","2","2","4","1","1","1","2","2","2","0","1","1","1","1"
"1","2","1","2","1","5","2","2","3","3","2","2","4","1","1","4","2","2","2","1","1","1","1","2"
"1","2","1","2","3","2","1","2","3","3","2","2","4","1","1","2","2","2","2","0","1","1","1","1"
"1","2","1","3","5","1","2","2","3","3","2","2","4","1","1","3","2","2","2","0","1","1","1","1"
"1","2","2","1","5","4","2","2","3","3","2","2","4","1","1","2","2","2","2","1","1","1","1","2"
"1","2","3","3","2","3","1","2","3","3","2","2","4","1","1","2","2","2","2","1","1","1","1","1"
"1","2","3","3","5","3","1","2","3","3","2","2","4","1","1","1","2","2","2","1","1","1","1","1"
"1","4","1","2","5","1","1","2","3","3","2","2","4","1","1","5","2","2","2","1","1","1","1","1"
"1","4","1","3","2","4","1","2","3","3","2","2","4","1","1","2","2","2","2","1","1","1","1","2"
"1","4","2","1","2","3","2","2","3","3","2","2","4","1","1","4","2","2","2","0","1","1","1","1"
"1","4","2","1","1","1","2","2","3","3","2","2","4","1","1","4","2","2","2","1","1","1","1","1"
"1","4","3","3","1","2","2","2","3","3","2","2","4","1","1","2","2","2","2","1","1","1","1","2"
"2","1","1","3","3","3","2","2","3","3","2","2","4","1","1","4","2","2","2","1","1","2","2","1"
"2","1","3","3","3","2","1","2","3","3","2","2","4","1","1","1","2","2","2","1","1","1","1","1"
"2","1","3","3","5","5","2","2","3","3","2","2","4","1","1","2","2","2","2","0","1","1","1","2"
"2","4","1","2","3","2","1","2","3","3","2","2","4","1","1","1","2","2","2","0","1","2","2","1"
"2","1","1","2","3","4","2","2","3","3","2","2","4","1","1","4","2","2","2","0","1","2","2","2"
"3","1","2","1","4","1","2","2","3","3","2","2","4","1","1","2","2","2","2","1","2","1","1","1"
"3","1","3","3","4","1","2","2","3","3","2","2","4","1","1","2","2","2","2","1","2","1","1","1"
"3","1","3","3","4","5","1","2","3","3","2","2","4","1","1","4","2","2","2","1","2","1","1","2"
"3","1","1","2","4","1","1","2","3","3","2","2","4","1","1","3","2","2","2","0","1","2","2","1"
"1","1","1","2","2","2","1","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","1"
"1","1","1","1","3","2","2","2","8","1","2","1","3","8","1","4","2","2","2","0","1","1","1","1"
"1","2","1","2","1","5","2","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","2"
"1","2","1","2","3","2","1","2","8","1","2","1","3","8","1","4","2","2","2","0","1","1","1","2"
"1","2","1","3","5","1","2","2","8","1","2","1","3","8","1","4","2","2","2","0","1","1","1","1"
"1","2","2","1","5","4","2","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","2"
"1","2","3","3","2","3","1","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","1"
"1","2","3","3","5","3","1","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","2"
"1","4","1","2","5","1","1","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","1"
"1","4","1","3","2","4","1","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","2"
"1","4","2","1","2","3","2","2","8","1","2","1","3","8","1","4","2","2","2","0","1","1","1","2"
"1","4","2","1","1","1","2","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","2"
"1","4","3","3","1","2","2","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","1"
"2","1","1","3","3","3","2","2","8","1","2","1","3","8","1","4","2","2","2","1","1","2","2","1"
"2","1","3","3","3","2","1","2","8","1","2","1","3","8","1","4","2","2","2","1","1","1","1","1"
"2","1","3","3","5","5","2","2","8","1","2","1","3","8","1","4","2","2","2","0","1","1","1","1"
"2","4","1","2","3","2","1","2","8","1","2","1","3","8","1","4","2","2","2","0","1","2","2","1"
"2","1","1","2","3","4","2","2","8","1","2","1","3","8","1","4","2","2","2","0","1","2","2","2"
"3","1","2","1","4","1","2","2","8","1","2","1","3","8","1","4","2","2","2","1","2","1","1","1"
"3","1","3","3","4","1","2","2","8","1","2","1","3","8","1","4","2","2","2","1","2","1","1","2"
"3","1","3","3","4","5","1","2","8","1","2","1","3","8","1","4","2","2","2","1","2","1","1","1"
"3","1","1","2","4","1","1","2","8","1","2","1","3","8","1","4","2","2","2","0","1","2","2","1"
"1","3","2","1","3","3","2","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","1"
"1","3","2","1","5","4","1","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","2"
"1","3","3","3","3","4","1","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","2"
"1","1","1","2","2","2","1","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","2"
"1","1","1","1","3","2","2","2","2","3","1","5","8","8","2","4","2","3","1","0","1","1","1","1"
"1","2","1","2","1","5","2","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","2"
"1","2","1","2","3","2","1","2","2","3","1","5","8","8","2","4","2","3","1","0","1","1","1","1"
"1","2","1","3","5","1","2","2","2","3","1","5","8","8","2","4","2","3","1","0","1","1","1","2"
"1","2","2","1","5","4","2","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","1"
"1","2","3","3","2","3","1","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","2"
"1","2","3","3","5","3","1","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","2"
"1","3","1","2","1","5","1","2","2","3","1","5","8","8","2","4","2","3","1","0","1","1","1","1"
"1","3","1","1","1","2","1","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","1"
"2","1","1","3","3","3","2","2","2","3","1","5","8","8","2","4","2","3","1","1","1","2","2","1"
"2","1","3","3","3","2","1","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","2"
"2","1","3","3","5","5","2","2","2","3","1","5","8","8","2","4","2","3","1","0","1","1","1","2"
"2","1","1","2","3","4","2","2","2","3","1","5","8","8","2","4","2","3","1","0","1","2","2","1"
"2","4","1","3","5","3","2","2","2","3","1","5","8","8","2","4","2","3","1","1","1","1","1","1"
"3","1","2","1","4","1","2","2","2","3","1","5","8","8","2","4","2","3","1","1","2","1","1","2"
"3","1","3","3","4","1","2","2","2","3","1","5","8","8","2","4","2","3","1","1","2","1","1","1"
"3","1","3","3","4","5","1","2","2","3","1","5","8","8","2","4","2","3","1","1","2","1","1","2"
"3","1","1","2","4","1","1","2","2","3","1","5","8","8","2","4","2","3","1","0","1","2","2","1"
"1","1","1","2","2","2","1","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","2"
"1","2","1","2","2","1","1","1","3","2","2","2","10","6","2","2","1","2","3","0","1","1","1","1"
"1","1","1","1","3","2","2","1","3","2","2","2","10","6","2","2","1","2","3","0","1","1","1","2"
"1","2","1","2","1","5","2","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","1"
"1","2","1","2","3","2","1","1","3","2","2","2","10","6","2","2","1","2","3","0","1","1","1","1"
"1","2","1","1","2","2","1","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","1"
"1","2","1","1","3","3","1","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","1"
"1","2","1","3","5","1","2","1","3","2","2","2","10","6","2","2","1","2","3","0","1","1","1","1"
"1","2","2","1","5","4","2","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","1"
"1","2","3","3","2","3","1","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","1"
"1","2","3","3","5","3","1","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","1"
"1","1","1","2","2","2","1","1","3","2","2","2","10","6","2","2","1","2","3","0","1","1","1","2"
"2","1","1","3","3","3","2","1","3","2","2","2","10","6","2","2","1","2","3","1","1","2","2","1"
"2","1","2","1","5","2","1","1","3","2","2","2","10","6","2","2","1","2","3","0","1","2","2","1"
"2","1","3","3","3","2","1","1","3","2","2","2","10","6","2","2","1","2","3","1","1","1","1","1"
"2","1","3","3","5","5","2","1","3","2","2","2","10","6","2","2","1","2","3","0","1","1","1","2"
"2","1","1","2","3","4","2","1","3","2","2","2","10","6","2","2","1","2","3","0","1","2","2","1"
"3","1","2","1","4","1","2","1","3","2","2","2","10","6","2","2","1","2","3","1","2","1","1","2"
"3","1","2","1","4","5","1","1","3","2","2","2","10","6","2","2","1","2","3","1","2","1","1","1"
"3","1","3","3","4","1","2","1","3","2","2","2","10","6","2","2","1","2","3","1","2","1","1","2"
"3","1","3","3","4","5","1","1","3","2","2","2","10","6","2","2","1","2","3","1","2","1","1","2"
"3","1","1","2","4","1","1","1","3","2","2","2","10","6","2","2","1","2","3","0","1","2","2","2"
"1","3","2","1","3","3","2","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","1"
"1","3","2","1","5","4","1","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","2"
"1","3","3","3","3","4","1","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","2"
"1","1","1","2","2","2","1","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","1"
"1","1","1","1","3","2","2","1","6","3","1","2","7","5","5","3","2","2","2","0","1","1","1","2"
"1","2","1","2","1","5","2","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","1"
"1","2","1","2","3","2","1","1","6","3","1","2","7","5","5","3","2","2","2","0","1","1","1","1"
"1","2","1","3","5","1","2","1","6","3","1","2","7","5","5","3","2","2","2","0","1","1","1","1"
"1","2","2","1","5","4","2","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","1"
"1","2","3","3","2","3","1","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","2"
"1","2","3","3","5","3","1","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","2"
"1","3","1","2","1","5","1","1","6","3","1","2","7","5","5","3","2","2","2","0","1","1","1","2"
"1","3","1","1","1","2","1","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","2"
"2","1","1","3","3","3","2","1","6","3","1","2","7","5","5","3","2","2","2","1","1","2","2","2"
"2","1","3","3","3","2","1","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","2"
"2","1","3","3","5","5","2","1","6","3","1","2","7","5","5","3","2","2","2","0","1","1","1","2"
"2","1","1","2","3","4","2","1","6","3","1","2","7","5","5","3","2","2","2","0","1","2","2","1"
"2","4","1","3","5","3","2","1","6","3","1","2","7","5","5","3","2","2","2","1","1","1","1","1"
"3","1","2","1","4","1","2","1","6","3","1","2","7","5","5","3","2","2","2","1","2","1","1","2"
"3","1","3","3","4","1","2","1","6","3","1","2","7","5","5","3","2","2","2","1","2","1","1","2"
"3","1","3","3","4","5","1","1","6","3","1","2","7","5","5","3","2","2","2","1","2","1","1","2"
"3","1","1","2","4","1","1","1","6","3","1","2","7","5","5","3","2","2","2","0","1","2","2","1"
"1","3","2","1","3","3","2","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","1"
"1","3","2","1","5","4","1","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","1"
"1","3","3","3","3","4","1","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","2"
"1","1","1","2","2","2","1","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","1"
"1","1","1","1","3","2","2","1","4","1","1","5","11","5","1","1","4","3","3","0","1","1","1","1"
"1","2","1","2","1","5","2","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","1"
"1","2","1","2","3","2","1","1","4","1","1","5","11","5","1","1","4","3","3","0","1","1","1","1"
"1","2","1","3","5","1","2","1","4","1","1","5","11","5","1","1","4","3","3","0","1","1","1","1"
"1","2","2","1","5","4","2","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","1"
"1","2","3","3","2","3","1","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","2"
"1","2","3","3","5","3","1","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","1"
"1","3","1","2","1","5","1","1","4","1","1","5","11","5","1","1","4","3","3","0","1","1","1","1"
"1","3","1","1","1","2","1","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","1"
"2","1","1","3","3","3","2","1","4","1","1","5","11","5","1","1","4","3","3","1","1","2","2","1"
"2","1","3","3","3","2","1","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","2"
"2","1","3","3","5","5","2","1","4","1","1","5","11","5","1","1","4","3","3","0","1","1","1","1"
"2","1","1","2","3","4","2","1","4","1","1","5","11","5","1","1","4","3","3","0","1","2","2","1"
"2","4","1","3","5","3","2","1","4","1","1","5","11","5","1","1","4","3","3","1","1","1","1","2"
"3","1","2","1","4","1","2","1","4","1","1","5","11","5","1","1","4","3","3","1","2","1","1","2"
"3","1","3","3","4","1","2","1","4","1","1","5","11","5","1","1","4","3","3","1","2","1","1","1"
"3","1","3","3","4","5","1","1","4","1","1","5","11","5","1","1","4","3","3","1","2","1","1","1"
"3","1","1","2","4","1","1","1","4","1","1","5","11","5","1","1","4","3","3","0","1","2","2","1"
"1","1","1","2","2","2","1","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","2"
"1","2","1","2","2","1","1","2","3","2","2","2","1","2","5","1","1","2","2","0","1","1","1","1"
"1","1","1","1","3","2","2","2","3","2","2","2","1","2","5","1","1","2","2","0","1","1","1","2"
"1","2","1","2","1","5","2","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","2"
"1","2","1","2","3","2","1","2","3","2","2","2","1","2","5","1","1","2","2","0","1","1","1","1"
"1","2","1","1","2","2","1","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","2"
"1","2","1","1","3","3","1","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","1"
"1","2","1","3","5","1","2","2","3","2","2","2","1","2","5","1","1","2","2","0","1","1","1","1"
"1","2","2","1","5","4","2","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","2"
"1","2","3","3","2","3","1","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","2"
"1","2","3","3","5","3","1","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","1"
"1","1","1","2","2","2","1","2","3","2","2","2","1","2","5","1","1","2","2","0","1","1","1","2"
"2","1","1","3","3","3","2","2","3","2","2","2","1","2","5","1","1","2","2","1","1","2","2","2"
"2","1","2","1","5","2","1","2","3","2","2","2","1","2","5","1","1","2","2","0","1","2","2","2"
"2","1","3","3","3","2","1","2","3","2","2","2","1","2","5","1","1","2","2","1","1","1","1","2"
"2","1","3","3","5","5","2","2","3","2","2","2","1","2","5","1","1","2","2","0","1","1","1","2"
"2","1","1","2","3","4","2","2","3","2","2","2","1","2","5","1","1","2","2","0","1","2","2","1"
"3","1","2","1","4","1","2","2","3","2","2","2","1","2","5","1","1","2","2","1","2","1","1","2"
"3","1","2","1","4","5","1","2","3","2","2","2","1","2","5","1","1","2","2","1","2","1","1","2"
"3","1","3","3","4","1","2","2","3","2","2","2","1","2","5","1","1","2","2","1","2","1","1","2"
"3","1","3","3","4","5","1","2","3","2","2","2","1","2","5","1","1","2","2","1","2","1","1","2"
"3","1","1","2","4","1","1","2","3","2","2","2","1","2","5","1","1","2","2","0","1","2","2","1"
"1","3","2","1","3","3","2","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","1"
"1","3","2","1","5","4","1","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","2"
"1","3","3","3","3","4","1","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","2"
"1","1","1","2","2","2","1","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","1"
"1","1","1","1","3","2","2","1","5","1","1","1","1","9","1","4","2","1","2","0","1","1","1","1"
"1","2","1","2","1","5","2","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","1"
"1","2","1","2","3","2","1","1","5","1","1","1","1","9","1","4","2","1","2","0","1","1","1","1"
"1","2","1","3","5","1","2","1","5","1","1","1","1","9","1","4","2","1","2","0","1","1","1","1"
"1","2","2","1","5","4","2","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","2"
"1","2","3","3","2","3","1","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","2"
"1","2","3","3","5","3","1","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","1"
"1","3","1","2","1","5","1","1","5","1","1","1","1","9","1","4","2","1","2","0","1","1","1","1"
"1","3","1","1","1","2","1","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","1"
"2","1","1","3","3","3","2","1","5","1","1","1","1","9","1","4","2","1","2","1","1","2","2","1"
"2","1","3","3","3","2","1","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","1"
"2","1","3","3","5","5","2","1","5","1","1","1","1","9","1","4","2","1","2","0","1","1","1","1"
"2","1","1","2","3","4","2","1","5","1","1","1","1","9","1","4","2","1","2","0","1","2","2","2"
"2","4","1","3","5","3","2","1","5","1","1","1","1","9","1","4","2","1","2","1","1","1","1","1"
"3","1","2","1","4","1","2","1","5","1","1","1","1","9","1","4","2","1","2","1","2","1","1","2"
"3","1","3","3","4","1","2","1","5","1","1","1","1","9","1","4","2","1","2","1","2","1","1","2"
"3","1","3","3","4","5","1","1","5","1","1","1","1","9","1","4","2","1","2","1","2","1","1","2"
"3","1","1","2","4","1","1","1","5","1","1","1","1","9","1","4","2","1","2","0","1","2","2","1"
"1","1","1","2","2","2","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"1","2","1","2","2","1","1","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","1"
"1","1","1","1","3","2","2","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","2"
"1","2","1","2","1","5","2","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"1","2","1","2","3","2","1","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","1"
"1","2","1","1","2","2","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"1","2","1","1","3","3","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"1","2","1","3","5","1","2","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","2"
"1","2","2","1","5","4","2","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","2"
"1","2","3","3","2","3","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"1","2","3","3","5","3","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"1","1","1","2","2","2","1","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","1"
"1","4","1","2","5","1","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"1","4","1","3","2","4","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","2"
"1","4","2","1","2","3","2","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","2"
"1","4","2","1","1","1","2","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","2"
"1","4","3","3","1","2","2","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","2"
"1","3","1","2","1","5","1","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","2"
"2","1","1","3","3","3","2","1","7","2","1","1","6","3","1","2","3","1","2","1","1","2","2","2"
"2","1","2","1","5","2","1","1","7","2","1","1","6","3","1","2","3","1","2","0","1","2","2","2"
"2","1","3","3","3","2","1","1","7","2","1","1","6","3","1","2","3","1","2","1","1","1","1","1"
"2","1","3","3","5","5","2","1","7","2","1","1","6","3","1","2","3","1","2","0","1","1","1","1"
"2","4","1","2","3","2","1","1","7","2","1","1","6","3","1","2","3","1","2","0","1","2","2","2"
"2","1","1","2","3","4","2","1","7","2","1","1","6","3","1","2","3","1","2","0","1","2","2","2"
"3","1","2","1","4","1","2","1","7","2","1","1","6","3","1","2","3","1","2","1","2","1","1","2"
"3","1","2","1","4","5","1","1","7","2","1","1","6","3","1","2","3","1","2","1","2","1","1","1"
"3","1","3","3","4","1","2","1","7","2","1","1","6","3","1","2","3","1","2","1","2","1","1","2"
"3","1","3","3","4","5","1","1","7","2","1","1","6","3","1","2","3","1","2","1","2","1","1","1"
"3","1","1","2","4","1","1","1","7","2","1","1","6","3","1","2","3","1","2","0","1","2","2","1"
"1","3","2","1","3","3","2","1","3","3","1","2","9","5","1","1","4","3","2","1","1","1","1","2"
"1","3","2","1","5","4","1","1","3","3","1","2","9","5","1","1","4","3","2","1","1","1","1","2"
"1","3","3","3","3","4","1","1","3","3","1","2","9","5","1","1","4","3","2","1","1","1","1","2"
"1","3","1","2","1","5","1","1","3","3","1","2","9","5","1","1","4","3","2","0","1","1","1","2"
"1","3","1","1","1","2","1","1","3","3","1","2","9","5","1","1","4","3","2","1","1","1","1","2"
"2","4","1","3","5","3","2","1","3","3","1","2","9","5","1","1","4","3","2","1","1","1","1","2"
